cell_list,protein_list,tissue_list
SW837,ENSP00000304290,large intestine
SW837,ENSP00000359719,large intestine
SW837,ENSP00000257013,large intestine
SW837,ENSP00000358778,large intestine
SW837,ENSP00000215941,large intestine
SW837,ENSP00000193322,large intestine
SW837,ENSP00000264079,large intestine
SW837,ENSP00000253413,large intestine
SW837,ENSP00000432561,large intestine
SW837,ENSP00000266087,large intestine
SW837,ENSP00000354608,large intestine
SW837,ENSP00000216962,large intestine
SW837,ENSP00000373301,large intestine
SW837,ENSP00000336866,large intestine
SW837,ENSP00000432279,large intestine
SW837,ENSP00000263187,large intestine
SW837,ENSP00000381589,large intestine
SW837,ENSP00000334849,large intestine
SW837,ENSP00000225504,large intestine
SW837,ENSP00000337446,large intestine
SW837,ENSP00000466799,large intestine
SW837,ENSP00000254322,large intestine
SW837,ENSP00000346693,large intestine
SW837,ENSP00000252015,large intestine
SW837,ENSP00000366673,large intestine
SW837,ENSP00000419879,large intestine
SW837,ENSP00000346483,large intestine
SW837,ENSP00000418529,large intestine
SW837,ENSP00000370223,large intestine
SW837,ENSP00000369810,large intestine
SW837,ENSP00000369456,large intestine
SW837,ENSP00000369618,large intestine
SW837,ENSP00000401980,large intestine
SW837,ENSP00000335636,large intestine
SW837,ENSP00000367346,large intestine
SW837,ENSP00000366396,large intestine
SW837,ENSP00000246062,large intestine
SW837,ENSP00000229447,large intestine
SW837,ENSP00000308606,large intestine
SW837,ENSP00000306099,large intestine
SW837,ENSP00000226444,large intestine
SW837,ENSP00000465894,large intestine
SW837,ENSP00000255078,large intestine
SW837,ENSP00000253727,large intestine
SW837,ENSP00000264080,large intestine
SW837,ENSP00000413697,large intestine
SW837,ENSP00000327589,large intestine
SW837,ENSP00000346954,large intestine
SW837,ENSP00000324173,large intestine
SW837,ENSP00000352928,large intestine
SW837,ENSP00000356218,large intestine
SW837,ENSP00000309334,large intestine
SW837,ENSP00000419449,large intestine
SW837,ENSP00000333142,large intestine
SW837,ENSP00000329735,large intestine
SW837,ENSP00000269740,large intestine
SW837,ENSP00000247956,large intestine
SW837,ENSP00000318142,large intestine
SW837,ENSP00000269701,large intestine
SW837,ENSP00000332103,large intestine
SW837,ENSP00000294360,large intestine
SW837,ENSP00000386520,large intestine
SW837,ENSP00000310880,large intestine
SW837,ENSP00000248929,large intestine
SW837,ENSP00000271308,large intestine
SW837,ENSP00000253109,large intestine
SW837,ENSP00000336724,large intestine
SW837,ENSP00000357622,large intestine
SW837,ENSP00000350078,large intestine
SW837,ENSP00000308925,large intestine
SW837,ENSP00000261652,large intestine
SW837,ENSP00000303373,large intestine
SW837,ENSP00000343515,large intestine
SW837,ENSP00000354733,large intestine
SW837,ENSP00000262947,large intestine
SW837,ENSP00000262809,large intestine
SW837,ENSP00000361306,large intestine
SW837,ENSP00000353826,large intestine
SW837,ENSP00000350332,large intestine
SW837,ENSP00000357507,large intestine
SW837,ENSP00000221996,large intestine
SW837,ENSP00000311538,large intestine
SW837,ENSP00000267017,large intestine
SW837,ENSP00000263863,large intestine
SW837,ENSP00000359019,large intestine
SW837,ENSP00000292431,large intestine
SW837,ENSP00000416683,large intestine
SW837,ENSP00000252723,large intestine
SW837,ENSP00000221498,large intestine
SW837,ENSP00000300954,large intestine
SW837,ENSP00000255613,large intestine
SW837,ENSP00000217188,large intestine
SW837,ENSP00000293662,large intestine
SW837,ENSP00000270061,large intestine
SW837,ENSP00000206020,large intestine
SW837,ENSP00000299798,large intestine
SW837,ENSP00000472802,large intestine
SW837,ENSP00000290583,large intestine
SW837,ENSP00000222254,large intestine
SW837,ENSP00000473153,large intestine
SW837,ENSP00000222330,large intestine
SW837,ENSP00000310696,large intestine
SW837,ENSP00000253031,large intestine
SW837,ENSP00000315118,large intestine
SW837,ENSP00000354206,large intestine
SW837,ENSP00000305426,large intestine
SW837,ENSP00000249373,large intestine
SW837,ENSP00000352408,large intestine
SW837,ENSP00000255641,large intestine
SW837,ENSP00000363064,large intestine
SW837,ENSP00000262971,large intestine
SW837,ENSP00000360642,large intestine
SW837,ENSP00000429190,large intestine
SW837,ENSP00000310406,large intestine
SW837,ENSP00000296980,large intestine
SW837,ENSP00000426070,large intestine
SW837,ENSP00000337816,large intestine
SW837,ENSP00000362560,large intestine
SW837,ENSP00000064780,large intestine
SW837,ENSP00000369131,large intestine
SW837,ENSP00000363640,large intestine
SW837,ENSP00000293760,large intestine
SW837,ENSP00000424381,large intestine
SW837,ENSP00000261534,large intestine
SW837,ENSP00000392395,large intestine
SW837,ENSP00000370589,large intestine
SW837,ENSP00000354086,large intestine
SW837,ENSP00000216237,large intestine
SW837,ENSP00000319118,large intestine
SW837,ENSP00000283179,large intestine
SW837,ENSP00000229340,large intestine
SW837,ENSP00000262640,large intestine
SW837,ENSP00000359098,large intestine
SW837,ENSP00000257787,large intestine
SW837,ENSP00000357973,large intestine
SW837,ENSP00000332887,large intestine
SW837,ENSP00000170447,large intestine
SW837,ENSP00000292314,large intestine
SW837,ENSP00000232496,large intestine
SW837,ENSP00000417132,large intestine
SW837,ENSP00000296473,large intestine
SW837,ENSP00000266025,large intestine
SW837,ENSP00000416658,large intestine
SW837,ENSP00000388169,large intestine
SW837,ENSP00000303992,large intestine
SW837,ENSP00000296003,large intestine
SW837,ENSP00000251849,large intestine
SW837,ENSP00000323811,large intestine
SW837,ENSP00000388107,large intestine
SW837,ENSP00000222005,large intestine
SW837,ENSP00000263384,large intestine
SW837,ENSP00000247977,large intestine
SW837,ENSP00000252445,large intestine
SW837,ENSP00000252602,large intestine
SW837,ENSP00000469468,large intestine
SW837,ENSP00000215565,large intestine
SW837,ENSP00000247003,large intestine
SW837,ENSP00000270517,large intestine
SW837,ENSP00000332448,large intestine
SW837,ENSP00000252622,large intestine
SW837,ENSP00000262962,large intestine
SW837,ENSP00000337332,large intestine
SW837,ENSP00000341483,large intestine
SW837,ENSP00000377969,large intestine
SW837,ENSP00000221566,large intestine
SW837,ENSP00000304467,large intestine
SW837,ENSP00000245816,large intestine
SW837,ENSP00000292363,large intestine
SW837,ENSP00000423673,large intestine
SW837,ENSP00000216185,large intestine
SW837,ENSP00000470539,large intestine
SW837,ENSP00000307940,large intestine
SW837,ENSP00000349877,large intestine
SW837,ENSP00000170168,large intestine
SW837,ENSP00000252674,large intestine
SW837,ENSP00000263377,large intestine
SW837,ENSP00000263381,large intestine
SW837,ENSP00000301012,large intestine
SW837,ENSP00000375639,large intestine
SW837,ENSP00000472998,large intestine
SW837,ENSP00000245934,large intestine
SW837,ENSP00000250916,large intestine
SW837,ENSP00000250237,large intestine
SW837,ENSP00000378917,large intestine
SW837,ENSP00000380557,large intestine
SW837,ENSP00000365318,large intestine
SW837,ENSP00000338964,large intestine
SW837,ENSP00000360676,large intestine
SW837,ENSP00000357883,large intestine
SW837,ENSP00000291041,large intestine
SW837,ENSP00000318264,large intestine
SW837,ENSP00000378505,large intestine
SW837,ENSP00000303908,large intestine
SW837,ENSP00000310226,large intestine
SW837,ENSP00000328287,large intestine
SW837,ENSP00000221573,large intestine
SW837,ENSP00000233557,large intestine
SW837,ENSP00000262960,large intestine
SW837,ENSP00000325612,large intestine
SW837,ENSP00000262948,large intestine
SW837,ENSP00000388996,large intestine
SW837,ENSP00000249396,large intestine
SW837,ENSP00000361418,large intestine
SW837,ENSP00000311318,large intestine
SW837,ENSP00000324810,large intestine
SW837,ENSP00000361486,large intestine
SW837,ENSP00000302790,large intestine
SW837,ENSP00000364815,large intestine
SW837,ENSP00000363746,large intestine
SW837,ENSP00000244520,large intestine
SW837,ENSP00000363624,large intestine
SW837,ENSP00000363787,large intestine
SW837,ENSP00000364349,large intestine
SW837,ENSP00000347322,large intestine
SW837,ENSP00000362463,large intestine
SW837,ENSP00000322579,large intestine
SW837,ENSP00000336702,large intestine
SW837,ENSP00000262482,large intestine
SW837,ENSP00000413937,large intestine
SW837,ENSP00000250124,large intestine
SW837,ENSP00000005340,large intestine
SW837,ENSP00000250113,large intestine
SW837,ENSP00000269298,large intestine
SW837,ENSP00000385025,large intestine
SW837,ENSP00000268711,large intestine
SW837,ENSP00000072644,large intestine
SW837,ENSP00000327124,large intestine
SW837,ENSP00000350199,large intestine
SW837,ENSP00000344241,large intestine
SW837,ENSP00000216044,large intestine
SW837,ENSP00000370532,large intestine
SW837,ENSP00000431512,large intestine
SW837,ENSP00000318604,large intestine
SW837,ENSP00000220659,large intestine
SW837,ENSP00000333551,large intestine
SW837,ENSP00000429065,large intestine
SW837,ENSP00000371110,large intestine
SW837,ENSP00000256644,large intestine
SW837,ENSP00000234677,large intestine
SW837,ENSP00000383599,large intestine
SW837,ENSP00000359688,large intestine
SW837,ENSP00000419417,large intestine
SW837,ENSP00000233575,large intestine
SW837,ENSP00000221665,large intestine
SW837,ENSP00000247970,large intestine
SW837,ENSP00000417653,large intestine
SW837,ENSP00000378812,large intestine
SW837,ENSP00000228136,large intestine
SW837,ENSP00000372191,large intestine
SW837,ENSP00000372210,large intestine
SW837,ENSP00000325941,large intestine
SW837,ENSP00000331087,large intestine
SW837,ENSP00000251968,large intestine
SW837,ENSP00000269025,large intestine
SW837,ENSP00000370808,large intestine
SW837,ENSP00000346478,large intestine
SW837,ENSP00000385269,large intestine
SW837,ENSP00000264554,large intestine
SW837,ENSP00000265965,large intestine
SW837,ENSP00000220562,large intestine
SW837,ENSP00000296238,large intestine
SW837,ENSP00000221561,large intestine
SW837,ENSP00000350198,large intestine
SW837,ENSP00000295727,large intestine
SW837,ENSP00000382492,large intestine
SW837,ENSP00000278379,large intestine
SW837,ENSP00000334910,large intestine
SW837,ENSP00000369979,large intestine
SW837,ENSP00000269221,large intestine
SW837,ENSP00000379678,large intestine
SW837,ENSP00000343819,large intestine
SW837,ENSP00000249504,large intestine
SW837,ENSP00000251337,large intestine
SW837,ENSP00000282296,large intestine
SW837,ENSP00000384524,large intestine
SW837,ENSP00000345997,large intestine
A498,ENSP00000188790,kidney
A498,ENSP00000348089,kidney
A498,ENSP00000247933,kidney
A498,ENSP00000356404,kidney
A498,ENSP00000419088,kidney
A498,ENSP00000220676,kidney
A498,ENSP00000259883,kidney
A498,ENSP00000359484,kidney
A498,ENSP00000233379,kidney
A498,ENSP00000256637,kidney
A498,ENSP00000322788,kidney
A498,ENSP00000361608,kidney
A498,ENSP00000350075,kidney
A498,ENSP00000369442,kidney
A498,ENSP00000225792,kidney
A498,ENSP00000318635,kidney
A498,ENSP00000311364,kidney
A498,ENSP00000262741,kidney
A498,ENSP00000268989,kidney
A498,ENSP00000274813,kidney
A498,ENSP00000347188,kidney
A498,ENSP00000341364,kidney
A498,ENSP00000369810,kidney
A498,ENSP00000203001,kidney
A498,ENSP00000335557,kidney
A498,ENSP00000248444,kidney
A498,ENSP00000359795,kidney
A498,ENSP00000304004,kidney
A498,ENSP00000328998,kidney
A498,ENSP00000360696,kidney
A498,ENSP00000272298,kidney
A498,ENSP00000336829,kidney
A498,ENSP00000232217,kidney
A498,ENSP00000265276,kidney
A498,ENSP00000399718,kidney
A498,ENSP00000263461,kidney
A498,ENSP00000340465,kidney
A498,ENSP00000402038,kidney
A498,ENSP00000326200,kidney
A498,ENSP00000378504,kidney
A498,ENSP00000360060,kidney
A498,ENSP00000281928,kidney
A498,ENSP00000325377,kidney
A498,ENSP00000283285,kidney
A498,ENSP00000350256,kidney
A498,ENSP00000311401,kidney
A498,ENSP00000280700,kidney
A498,ENSP00000261441,kidney
A498,ENSP00000204549,kidney
A498,ENSP00000377298,kidney
A498,ENSP00000373304,kidney
A498,ENSP00000296088,kidney
A498,ENSP00000266022,kidney
A498,ENSP00000378167,kidney
A498,ENSP00000330188,kidney
A498,ENSP00000325312,kidney
A498,ENSP00000320430,kidney
A498,ENSP00000362978,kidney
A498,ENSP00000391167,kidney
A498,ENSP00000294507,kidney
A498,ENSP00000235372,kidney
A498,ENSP00000451261,kidney
A498,ENSP00000403925,kidney
A498,ENSP00000357069,kidney
A498,ENSP00000371661,kidney
A498,ENSP00000357882,kidney
A498,ENSP00000367705,kidney
A498,ENSP00000268206,kidney
A498,ENSP00000315247,kidney
A498,ENSP00000301046,kidney
A498,ENSP00000364591,kidney
A498,ENSP00000408979,kidney
A498,ENSP00000263726,kidney
A498,ENSP00000426070,kidney
A498,ENSP00000340644,kidney
A498,ENSP00000311747,kidney
A498,ENSP00000433681,kidney
A498,ENSP00000228843,kidney
A498,ENSP00000216639,kidney
A498,ENSP00000253577,kidney
A498,ENSP00000369820,kidney
A498,ENSP00000346255,kidney
A498,ENSP00000349244,kidney
A498,ENSP00000229769,kidney
A498,ENSP00000376258,kidney
A498,ENSP00000430025,kidney
A498,ENSP00000357880,kidney
A498,ENSP00000357565,kidney
A498,ENSP00000275034,kidney
A498,ENSP00000218340,kidney
A498,ENSP00000247843,kidney
A498,ENSP00000434466,kidney
A498,ENSP00000278612,kidney
A498,ENSP00000260247,kidney
A498,ENSP00000278483,kidney
A498,ENSP00000263360,kidney
A498,ENSP00000251871,kidney
A498,ENSP00000281182,kidney
A498,ENSP00000321260,kidney
A498,ENSP00000367024,kidney
A498,ENSP00000436901,kidney
A498,ENSP00000309175,kidney
A498,ENSP00000344572,kidney
A498,ENSP00000434995,kidney
A498,ENSP00000337340,kidney
A498,ENSP00000301785,kidney
A498,ENSP00000251607,kidney
A498,ENSP00000251849,kidney
A498,ENSP00000273130,kidney
A498,ENSP00000354633,kidney
A498,ENSP00000361990,kidney
A498,ENSP00000360532,kidney
A498,ENSP00000359740,kidney
A498,ENSP00000370150,kidney
A498,ENSP00000337194,kidney
A498,ENSP00000011619,kidney
A498,ENSP00000211936,kidney
A498,ENSP00000362287,kidney
A498,ENSP00000361784,kidney
A498,ENSP00000270708,kidney
A498,ENSP00000367727,kidney
A498,ENSP00000419126,kidney
A498,ENSP00000312770,kidney
A498,ENSP00000318176,kidney
A498,ENSP00000420333,kidney
A498,ENSP00000266126,kidney
A498,ENSP00000216489,kidney
A498,ENSP00000328570,kidney
A498,ENSP00000406084,kidney
A498,ENSP00000261973,kidney
A498,ENSP00000216277,kidney
A498,ENSP00000298875,kidney
A498,ENSP00000411397,kidney
A498,ENSP00000379201,kidney
A498,ENSP00000267430,kidney
A498,ENSP00000267436,kidney
A498,ENSP00000379434,kidney
A498,ENSP00000298097,kidney
A498,ENSP00000378851,kidney
A498,ENSP00000353010,kidney
A498,ENSP00000348714,kidney
A498,ENSP00000216807,kidney
A498,ENSP00000302647,kidney
A498,ENSP00000281081,kidney
A498,ENSP00000298130,kidney
A498,ENSP00000298292,kidney
A498,ENSP00000260803,kidney
A498,ENSP00000229633,kidney
A498,ENSP00000315569,kidney
A498,ENSP00000248633,kidney
A498,ENSP00000417470,kidney
A498,ENSP00000392495,kidney
A498,ENSP00000352510,kidney
A498,ENSP00000382779,kidney
A498,ENSP00000427550,kidney
A498,ENSP00000262127,kidney
A498,ENSP00000311857,kidney
A498,ENSP00000324628,kidney
A498,ENSP00000265069,kidney
A498,ENSP00000229395,kidney
A498,ENSP00000380271,kidney
A498,ENSP00000367177,kidney
A498,ENSP00000307766,kidney
A498,ENSP00000345195,kidney
A498,ENSP00000292579,kidney
A498,ENSP00000373566,kidney
A498,ENSP00000300605,kidney
A498,ENSP00000270649,kidney
A498,ENSP00000282296,kidney
A498,ENSP00000376110,kidney
A498,ENSP00000261560,kidney
A498,ENSP00000349401,kidney
A498,ENSP00000470381,kidney
A498,ENSP00000350295,kidney
A498,ENSP00000406201,kidney
A498,ENSP00000305373,kidney
A498,ENSP00000264463,kidney
A498,ENSP00000323678,kidney
A498,ENSP00000343741,kidney
A498,ENSP00000263967,kidney
A498,ENSP00000296257,kidney
ACHN,ENSP00000378289,kidney
ACHN,ENSP00000345230,kidney
ACHN,ENSP00000357811,kidney
ACHN,ENSP00000263921,kidney
ACHN,ENSP00000348064,kidney
ACHN,ENSP00000345728,kidney
ACHN,ENSP00000395535,kidney
ACHN,ENSP00000263182,kidney
ACHN,ENSP00000325414,kidney
ACHN,ENSP00000317224,kidney
ACHN,ENSP00000229903,kidney
ACHN,ENSP00000317257,kidney
ACHN,ENSP00000217455,kidney
ACHN,ENSP00000333012,kidney
ACHN,ENSP00000266069,kidney
ACHN,ENSP00000359859,kidney
ACHN,ENSP00000217173,kidney
ACHN,ENSP00000230588,kidney
ACHN,ENSP00000262873,kidney
ACHN,ENSP00000286574,kidney
ACHN,ENSP00000278823,kidney
ACHN,ENSP00000265978,kidney
ACHN,ENSP00000394936,kidney
ACHN,ENSP00000226444,kidney
ACHN,ENSP00000262623,kidney
ACHN,ENSP00000253925,kidney
ACHN,ENSP00000251127,kidney
ACHN,ENSP00000265113,kidney
ACHN,ENSP00000234831,kidney
ACHN,ENSP00000313811,kidney
ACHN,ENSP00000366902,kidney
ACHN,ENSP00000310375,kidney
ACHN,ENSP00000331504,kidney
ACHN,ENSP00000347714,kidney
ACHN,ENSP00000262290,kidney
ACHN,ENSP00000333024,kidney
ACHN,ENSP00000281146,kidney
ACHN,ENSP00000311827,kidney
ACHN,ENSP00000417214,kidney
ACHN,ENSP00000307197,kidney
ACHN,ENSP00000305875,kidney
ACHN,ENSP00000351686,kidney
ACHN,ENSP00000375080,kidney
ACHN,ENSP00000371472,kidney
ACHN,ENSP00000326693,kidney
ACHN,ENSP00000361066,kidney
ACHN,ENSP00000368305,kidney
ACHN,ENSP00000315136,kidney
ACHN,ENSP00000235372,kidney
ACHN,ENSP00000351933,kidney
ACHN,ENSP00000366395,kidney
ACHN,ENSP00000300026,kidney
ACHN,ENSP00000325508,kidney
ACHN,ENSP00000433511,kidney
ACHN,ENSP00000325002,kidney
ACHN,ENSP00000296255,kidney
ACHN,ENSP00000425133,kidney
ACHN,ENSP00000314543,kidney
ACHN,ENSP00000381631,kidney
ACHN,ENSP00000361855,kidney
ACHN,ENSP00000297784,kidney
ACHN,ENSP00000374490,kidney
ACHN,ENSP00000226021,kidney
ACHN,ENSP00000260442,kidney
ACHN,ENSP00000245810,kidney
ACHN,ENSP00000377504,kidney
ACHN,ENSP00000289619,kidney
ACHN,ENSP00000294409,kidney
ACHN,ENSP00000295589,kidney
ACHN,ENSP00000420040,kidney
ACHN,ENSP00000310332,kidney
ACHN,ENSP00000279068,kidney
ACHN,ENSP00000365806,kidney
ACHN,ENSP00000365694,kidney
ACHN,ENSP00000229769,kidney
ACHN,ENSP00000311513,kidney
ACHN,ENSP00000281031,kidney
ACHN,ENSP00000321260,kidney
ACHN,ENSP00000347931,kidney
ACHN,ENSP00000279146,kidney
ACHN,ENSP00000432786,kidney
ACHN,ENSP00000432472,kidney
ACHN,ENSP00000349124,kidney
ACHN,ENSP00000364349,kidney
ACHN,ENSP00000222122,kidney
ACHN,ENSP00000387426,kidney
ACHN,ENSP00000341528,kidney
ACHN,ENSP00000361857,kidney
ACHN,ENSP00000383042,kidney
ACHN,ENSP00000354724,kidney
ACHN,ENSP00000384182,kidney
ACHN,ENSP00000354223,kidney
ACHN,ENSP00000220592,kidney
ACHN,ENSP00000380033,kidney
ACHN,ENSP00000265107,kidney
ACHN,ENSP00000362217,kidney
ACHN,ENSP00000281741,kidney
ACHN,ENSP00000344041,kidney
ACHN,ENSP00000396103,kidney
ACHN,ENSP00000298231,kidney
ACHN,ENSP00000273861,kidney
ACHN,ENSP00000292377,kidney
ACHN,ENSP00000299529,kidney
ACHN,ENSP00000270001,kidney
ACHN,ENSP00000291547,kidney
ACHN,ENSP00000265018,kidney
ACHN,ENSP00000419901,kidney
ACHN,ENSP00000382895,kidney
ACHN,ENSP00000340132,kidney
ACHN,ENSP00000325018,kidney
ACHN,ENSP00000347043,kidney
ACHN,ENSP00000470381,kidney
ACHN,ENSP00000260950,kidney
ACHN,ENSP00000374359,kidney
ACHN,ENSP00000309640,kidney
ACHN,ENSP00000326806,kidney
ACHN,ENSP00000241502,kidney
ACHN,ENSP00000327197,kidney
ACHN,ENSP00000326381,kidney
IGROV1,ENSP00000306991,ovary
IGROV1,ENSP00000326846,ovary
IGROV1,ENSP00000378161,ovary
IGROV1,ENSP00000296785,ovary
IGROV1,ENSP00000365505,ovary
IGROV1,ENSP00000359484,ovary
IGROV1,ENSP00000354553,ovary
IGROV1,ENSP00000172229,ovary
IGROV1,ENSP00000368761,ovary
IGROV1,ENSP00000239666,ovary
IGROV1,ENSP00000356385,ovary
IGROV1,ENSP00000369689,ovary
IGROV1,ENSP00000334294,ovary
IGROV1,ENSP00000298705,ovary
IGROV1,ENSP00000337512,ovary
IGROV1,ENSP00000302603,ovary
IGROV1,ENSP00000417052,ovary
IGROV1,ENSP00000395538,ovary
IGROV1,ENSP00000301180,ovary
IGROV1,ENSP00000274376,ovary
IGROV1,ENSP00000306884,ovary
IGROV1,ENSP00000297151,ovary
IGROV1,ENSP00000366953,ovary
IGROV1,ENSP00000286835,ovary
IGROV1,ENSP00000291574,ovary
IGROV1,ENSP00000353462,ovary
IGROV1,ENSP00000332247,ovary
IGROV1,ENSP00000312458,ovary
IGROV1,ENSP00000341684,ovary
IGROV1,ENSP00000297109,ovary
IGROV1,ENSP00000234420,ovary
IGROV1,ENSP00000352941,ovary
IGROV1,ENSP00000263062,ovary
IGROV1,ENSP00000351596,ovary
IGROV1,ENSP00000339723,ovary
IGROV1,ENSP00000365255,ovary
IGROV1,ENSP00000264951,ovary
IGROV1,ENSP00000287156,ovary
IGROV1,ENSP00000261483,ovary
IGROV1,ENSP00000310520,ovary
IGROV1,ENSP00000330875,ovary
IGROV1,ENSP00000366178,ovary
IGROV1,ENSP00000282841,ovary
IGROV1,ENSP00000351832,ovary
IGROV1,ENSP00000357644,ovary
IGROV1,ENSP00000413479,ovary
IGROV1,ENSP00000204726,ovary
IGROV1,ENSP00000347119,ovary
IGROV1,ENSP00000280557,ovary
IGROV1,ENSP00000278935,ovary
IGROV1,ENSP00000025008,ovary
IGROV1,ENSP00000297857,ovary
IGROV1,ENSP00000379836,ovary
IGROV1,ENSP00000394183,ovary
IGROV1,ENSP00000316176,ovary
IGROV1,ENSP00000287957,ovary
IGROV1,ENSP00000383986,ovary
IGROV1,ENSP00000300747,ovary
IGROV1,ENSP00000299413,ovary
IGROV1,ENSP00000303490,ovary
IGROV1,ENSP00000265773,ovary
IGROV1,ENSP00000310933,ovary
IGROV1,ENSP00000368244,ovary
IGROV1,ENSP00000261751,ovary
IGROV1,ENSP00000386764,ovary
IGROV1,ENSP00000370022,ovary
IGROV1,ENSP00000292562,ovary
IGROV1,ENSP00000362390,ovary
IGROV1,ENSP00000300605,ovary
IGROV1,ENSP00000343204,ovary
IGROV1,ENSP00000323678,ovary
IGROV1,ENSP00000266643,ovary
IGROV1,ENSP00000317903,ovary
IGROV1,ENSP00000302562,ovary
IGROV1,ENSP00000265594,ovary
IGROV1,ENSP00000376506,ovary
IGROV1,ENSP00000360635,ovary
RD,ENSP00000438949,soft tissue
RD,ENSP00000363089,soft tissue
RD,ENSP00000316729,soft tissue
RD,ENSP00000266376,soft tissue
RD,ENSP00000250160,soft tissue
RD,ENSP00000363520,soft tissue
RD,ENSP00000309913,soft tissue
RD,ENSP00000364995,soft tissue
RD,ENSP00000257290,soft tissue
RD,ENSP00000280187,soft tissue
RD,ENSP00000353910,soft tissue
RD,ENSP00000399709,soft tissue
RD,ENSP00000370055,soft tissue
RD,ENSP00000256509,soft tissue
RD,ENSP00000370377,soft tissue
RD,ENSP00000274793,soft tissue
RD,ENSP00000386170,soft tissue
RD,ENSP00000420298,soft tissue
